year,energy_value,state,series_key,units
1962,491055.0,NY,SEDS.NNTCB.NY.A,Billion Btu
1961,450630.0,NY,SEDS.NNTCB.NY.A,Billion Btu
1960,434127.0,NY,SEDS.NNTCB.NY.A,Billion Btu
2024,282727.0,NY,SEDS.NUETB.NY.A,Billion Btu
2023,287690.0,NY,SEDS.NUETB.NY.A,Billion Btu
2022,280133.0,NY,SEDS.NUETB.NY.A,Billion Btu
2021,325141.0,NY,SEDS.NUETB.NY.A,Billion Btu
2020,401441.0,NY,SEDS.NUETB.NY.A,Billion Btu
2019,468481.0,NY,SEDS.NUETB.NY.A,Billion Btu
2018,448718.0,NY,SEDS.NUETB.NY.A,Billion Btu
2017,441029.0,NY,SEDS.NUETB.NY.A,Billion Btu
2016,434791.0,NY,SEDS.NUETB.NY.A,Billion Btu
2015,466457.0,NY,SEDS.NUETB.NY.A,Billion Btu
2014,450141.0,NY,SEDS.NUETB.NY.A,Billion Btu
2013,467651.0,NY,SEDS.NUETB.NY.A,Billion Btu
2012,427277.0,NY,SEDS.NUETB.NY.A,Billion Btu
2011,446761.0,NY,SEDS.NUETB.NY.A,Billion Btu
2010,437620.0,NY,SEDS.NUETB.NY.A,Billion Btu
2009,454806.0,NY,SEDS.NUETB.NY.A,Billion Btu
2008,451622.0,NY,SEDS.NUETB.NY.A,Billion Btu
2007,445288.0,NY,SEDS.NUETB.NY.A,Billion Btu
2006,440606.0,NY,SEDS.NUETB.NY.A,Billion Btu
2005,442937.0,NY,SEDS.NUETB.NY.A,Billion Btu
2004,423797.0,NY,SEDS.NUETB.NY.A,Billion Btu
2003,423959.0,NY,SEDS.NUETB.NY.A,Billion Btu
2002,413686.0,NY,SEDS.NUETB.NY.A,Billion Btu
2001,421845.0,NY,SEDS.NUETB.NY.A,Billion Btu
2000,328597.0,NY,SEDS.NUETB.NY.A,Billion Btu
1999,386844.0,NY,SEDS.NUETB.NY.A,Billion Btu
1998,328512.0,NY,SEDS.NUETB.NY.A,Billion Btu
1997,310304.0,NY,SEDS.NUETB.NY.A,Billion Btu
1996,369977.0,NY,SEDS.NUETB.NY.A,Billion Btu
1995,276714.0,NY,SEDS.NUETB.NY.A,Billion Btu
1994,305527.0,NY,SEDS.NUETB.NY.A,Billion Btu
1993,282445.0,NY,SEDS.NUETB.NY.A,Billion Btu
1992,252926.0,NY,SEDS.NUETB.NY.A,Billion Btu
1991,298252.0,NY,SEDS.NUETB.NY.A,Billion Btu
1990,249982.0,NY,SEDS.NUETB.NY.A,Billion Btu
1989,241794.0,NY,SEDS.NUETB.NY.A,Billion Btu
1988,256306.0,NY,SEDS.NUETB.NY.A,Billion Btu
1987,239397.0,NY,SEDS.NUETB.NY.A,Billion Btu
1986,233632.0,NY,SEDS.NUETB.NY.A,Billion Btu
1985,255910.0,NY,SEDS.NUETB.NY.A,Billion Btu
1984,229730.0,NY,SEDS.NUETB.NY.A,Billion Btu
1983,178577.0,NY,SEDS.NUETB.NY.A,Billion Btu
1982,159870.0,NY,SEDS.NUETB.NY.A,Billion Btu
1981,192412.0,NY,SEDS.NUETB.NY.A,Billion Btu
1980,210259.0,NY,SEDS.NUETB.NY.A,Billion Btu
1979,201340.0,NY,SEDS.NUETB.NY.A,Billion Btu
1978,237431.0,NY,SEDS.NUETB.NY.A,Billion Btu
1977,221730.0,NY,SEDS.NUETB.NY.A,Billion Btu
1976,172988.0,NY,SEDS.NUETB.NY.A,Billion Btu
1975,144387.0,NY,SEDS.NUETB.NY.A,Billion Btu
1974,103490.0,NY,SEDS.NUETB.NY.A,Billion Btu
1973,78793.0,NY,SEDS.NUETB.NY.A,Billion Btu
1972,69775.0,NY,SEDS.NUETB.NY.A,Billion Btu
1971,70670.0,NY,SEDS.NUETB.NY.A,Billion Btu
1970,46908.0,NY,SEDS.NUETB.NY.A,Billion Btu
1969,14042.0,NY,SEDS.NUETB.NY.A,Billion Btu
1968,12131.0,NY,SEDS.NUETB.NY.A,Billion Btu
1967,13321.0,NY,SEDS.NUETB.NY.A,Billion Btu
1966,9274.0,NY,SEDS.NUETB.NY.A,Billion Btu
1965,8585.0,NY,SEDS.NUETB.NY.A,Billion Btu
1964,4555.0,NY,SEDS.NUETB.NY.A,Billion Btu
1963,7017.0,NY,SEDS.NUETB.NY.A,Billion Btu
1962,706.0,NY,SEDS.NUETB.NY.A,Billion Btu
1961,0.0,NY,SEDS.NUETB.NY.A,Billion Btu
1960,0.0,NY,SEDS.NUETB.NY.A,Billion Btu
2024,1310779.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2023,1332140.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2022,1321398.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2021,1237586.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2020,1064267.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2019,1384130.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2018,1420826.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2017,1379707.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2016,1383047.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2015,1383843.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2014,1382122.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2013,1330469.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2012,1342987.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2011,1388670.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2010,1486624.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2009,1385817.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2008,1480358.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2007,1562784.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2006,1556773.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2005,1807239.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2004,1823746.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2003,1760002.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2002,1560207.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2001,1625732.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2000,1604698.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1999,1522476.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1998,1498639.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1997,1462905.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1996,1510247.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1995,1441869.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1994,1493381.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1993,1559483.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1992,1573605.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1991,1667903.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1990,1785597.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1989,1868573.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1988,1901048.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1987,1853579.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1986,1793211.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1985,1676368.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1984,1577749.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1983,1606417.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1982,1775955.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1981,1909639.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1980,2135731.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1979,2382107.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1978,2737616.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1977,2762674.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1976,2746055.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1975,2575898.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1974,2662440.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1973,2926764.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1972,2847192.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1971,2745083.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1970,2647016.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1969,2530375.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1968,2416843.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1967,2354677.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1966,2220867.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1965,2109451.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1964,1888516.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1963,1902730.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1962,1883701.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1961,1817656.0,NY,SEDS.PMTCB.NY.A,Billion Btu
1960,1700047.0,NY,SEDS.PMTCB.NY.A,Billion Btu
2023,272646.0,NY,SEDS.RETCB.NY.A,Billion Btu
2022,269872.0,NY,SEDS.RETCB.NY.A,Billion Btu
2021,263945.0,NY,SEDS.RETCB.NY.A,Billion Btu
2020,260783.0,NY,SEDS.RETCB.NY.A,Billion Btu
2019,291996.0,NY,SEDS.RETCB.NY.A,Billion Btu
2018,289292.0,NY,SEDS.RETCB.NY.A,Billion Btu
2017,283969.0,NY,SEDS.RETCB.NY.A,Billion Btu
2016,269722.0,NY,SEDS.RETCB.NY.A,Billion Btu
2015,266962.0,NY,SEDS.RETCB.NY.A,Billion Btu
2014,252145.0,NY,SEDS.RETCB.NY.A,Billion Btu
2013,242438.0,NY,SEDS.RETCB.NY.A,Billion Btu
2012,226194.0,NY,SEDS.RETCB.NY.A,Billion Btu
2011,240517.0,NY,SEDS.RETCB.NY.A,Billion Btu
2010,226403.0,NY,SEDS.RETCB.NY.A,Billion Btu
2009,218597.0,NY,SEDS.RETCB.NY.A,Billion Btu
2008,247215.0,NY,SEDS.RETCB.NY.A,Billion Btu
2007,222090.0,NY,SEDS.RETCB.NY.A,Billion Btu
2006,218253.0,NY,SEDS.RETCB.NY.A,Billion Btu
2005,203326.0,NY,SEDS.RETCB.NY.A,Billion Btu
2004,224085.0,NY,SEDS.RETCB.NY.A,Billion Btu
2003,196092.0,NY,SEDS.RETCB.NY.A,Billion Btu
2002,194413.0,NY,SEDS.RETCB.NY.A,Billion Btu
2001,191219.0,NY,SEDS.RETCB.NY.A,Billion Btu
2000,261307.0,NY,SEDS.RETCB.NY.A,Billion Btu
1999,251643.0,NY,SEDS.RETCB.NY.A,Billion Btu
1998,261254.0,NY,SEDS.RETCB.NY.A,Billion Btu
1997,284752.0,NY,SEDS.RETCB.NY.A,Billion Btu
1996,240615.0,NY,SEDS.RETCB.NY.A,Billion Btu
1995,214169.0,NY,SEDS.RETCB.NY.A,Billion Btu
1994,218065.0,NY,SEDS.RETCB.NY.A,Billion Btu
1993,218505.0,NY,SEDS.RETCB.NY.A,Billion Btu
1992,200666.0,NY,SEDS.RETCB.NY.A,Billion Btu
1991,188187.0,NY,SEDS.RETCB.NY.A,Billion Btu
1990,193907.0,NY,SEDS.RETCB.NY.A,Billion Btu
1989,204793.0,NY,SEDS.RETCB.NY.A,Billion Btu
1988,198816.0,NY,SEDS.RETCB.NY.A,Billion Btu
1987,205392.0,NY,SEDS.RETCB.NY.A,Billion Btu
1986,220133.0,NY,SEDS.RETCB.NY.A,Billion Btu
1985,224266.0,NY,SEDS.RETCB.NY.A,Billion Btu
1984,221079.0,NY,SEDS.RETCB.NY.A,Billion Btu
1983,248273.0,NY,SEDS.RETCB.NY.A,Billion Btu
1982,217430.0,NY,SEDS.RETCB.NY.A,Billion Btu
1981,231595.0,NY,SEDS.RETCB.NY.A,Billion Btu
1980,219986.0,NY,SEDS.RETCB.NY.A,Billion Btu
1979,184538.0,NY,SEDS.RETCB.NY.A,Billion Btu
1978,173677.0,NY,SEDS.RETCB.NY.A,Billion Btu
1977,161823.0,NY,SEDS.RETCB.NY.A,Billion Btu
1976,167710.0,NY,SEDS.RETCB.NY.A,Billion Btu
1975,156809.0,NY,SEDS.RETCB.NY.A,Billion Btu
1974,160434.0,NY,SEDS.RETCB.NY.A,Billion Btu
1973,159810.0,NY,SEDS.RETCB.NY.A,Billion Btu
1972,154346.0,NY,SEDS.RETCB.NY.A,Billion Btu
1971,146920.0,NY,SEDS.RETCB.NY.A,Billion Btu
1970,148081.0,NY,SEDS.RETCB.NY.A,Billion Btu
1969,152345.0,NY,SEDS.RETCB.NY.A,Billion Btu
1968,145503.0,NY,SEDS.RETCB.NY.A,Billion Btu
1967,137102.0,NY,SEDS.RETCB.NY.A,Billion Btu
1966,134028.0,NY,SEDS.RETCB.NY.A,Billion Btu
1965,124906.0,NY,SEDS.RETCB.NY.A,Billion Btu
1964,119068.0,NY,SEDS.RETCB.NY.A,Billion Btu
1963,123205.0,NY,SEDS.RETCB.NY.A,Billion Btu
1962,128633.0,NY,SEDS.RETCB.NY.A,Billion Btu
1961,119407.0,NY,SEDS.RETCB.NY.A,Billion Btu
1960,100502.0,NY,SEDS.RETCB.NY.A,Billion Btu
2024,0.0,NY,SEDS.ELISB.NY.A,Billion Btu
2023,163380.0,NY,SEDS.ELISB.NY.A,Billion Btu
2022,132473.0,NY,SEDS.ELISB.NY.A,Billion Btu
2021,106693.0,NY,SEDS.ELISB.NY.A,Billion Btu
2020,55404.0,NY,SEDS.ELISB.NY.A,Billion Btu
2019,85800.0,NY,SEDS.ELISB.NY.A,Billion Btu
2018,111332.0,NY,SEDS.ELISB.NY.A,Billion Btu
2017,102578.0,NY,SEDS.ELISB.NY.A,Billion Btu
2016,64159.0,NY,SEDS.ELISB.NY.A,Billion Btu
2015,41984.0,NY,SEDS.ELISB.NY.A,Billion Btu
2014,56008.0,NY,SEDS.ELISB.NY.A,Billion Btu
2013,58031.0,NY,SEDS.ELISB.NY.A,Billion Btu
2012,26271.0,NY,SEDS.ELISB.NY.A,Billion Btu
2011,73503.0,NY,SEDS.ELISB.NY.A,Billion Btu
2010,124974.0,NY,SEDS.ELISB.NY.A,Billion Btu
2009,88726.0,NY,SEDS.ELISB.NY.A,Billion Btu
2008,32985.0,NY,SEDS.ELISB.NY.A,Billion Btu
2007,44398.0,NY,SEDS.ELISB.NY.A,Billion Btu
2006,61470.0,NY,SEDS.ELISB.NY.A,Billion Btu
2005,134844.0,NY,SEDS.ELISB.NY.A,Billion Btu
2004,201991.0,NY,SEDS.ELISB.NY.A,Billion Btu
2003,176422.0,NY,SEDS.ELISB.NY.A,Billion Btu
2002,140850.0,NY,SEDS.ELISB.NY.A,Billion Btu
2001,82647.0,NY,SEDS.ELISB.NY.A,Billion Btu
2000,132237.0,NY,SEDS.ELISB.NY.A,Billion Btu
1999,96535.0,NY,SEDS.ELISB.NY.A,Billion Btu
1998,43525.0,NY,SEDS.ELISB.NY.A,Billion Btu
1997,54288.0,NY,SEDS.ELISB.NY.A,Billion Btu
1996,49371.0,NY,SEDS.ELISB.NY.A,Billion Btu
1995,47612.0,NY,SEDS.ELISB.NY.A,Billion Btu
1994,86506.0,NY,SEDS.ELISB.NY.A,Billion Btu
1993,177919.0,NY,SEDS.ELISB.NY.A,Billion Btu
1992,162252.0,NY,SEDS.ELISB.NY.A,Billion Btu
1991,75334.0,NY,SEDS.ELISB.NY.A,Billion Btu
1990,91407.0,NY,SEDS.ELISB.NY.A,Billion Btu
1989,108698.0,NY,SEDS.ELISB.NY.A,Billion Btu
1988,125455.0,NY,SEDS.ELISB.NY.A,Billion Btu
1987,121492.0,NY,SEDS.ELISB.NY.A,Billion Btu
1986,147777.0,NY,SEDS.ELISB.NY.A,Billion Btu
1985,107838.0,NY,SEDS.ELISB.NY.A,Billion Btu
1984,79570.0,NY,SEDS.ELISB.NY.A,Billion Btu
1983,120911.0,NY,SEDS.ELISB.NY.A,Billion Btu
1982,130816.0,NY,SEDS.ELISB.NY.A,Billion Btu
1981,116538.0,NY,SEDS.ELISB.NY.A,Billion Btu
1980,106118.0,NY,SEDS.ELISB.NY.A,Billion Btu
1979,113726.0,NY,SEDS.ELISB.NY.A,Billion Btu
1978,53813.0,NY,SEDS.ELISB.NY.A,Billion Btu
1977,50102.0,NY,SEDS.ELISB.NY.A,Billion Btu
1976,53819.0,NY,SEDS.ELISB.NY.A,Billion Btu
1975,26515.0,NY,SEDS.ELISB.NY.A,Billion Btu
1974,52802.0,NY,SEDS.ELISB.NY.A,Billion Btu
1973,60181.0,NY,SEDS.ELISB.NY.A,Billion Btu
1972,16107.0,NY,SEDS.ELISB.NY.A,Billion Btu
1971,560.0,NY,SEDS.ELISB.NY.A,Billion Btu
1970,20468.0,NY,SEDS.ELISB.NY.A,Billion Btu
1969,31982.0,NY,SEDS.ELISB.NY.A,Billion Btu
1968,21912.0,NY,SEDS.ELISB.NY.A,Billion Btu
1967,13241.0,NY,SEDS.ELISB.NY.A,Billion Btu
1966,28299.0,NY,SEDS.ELISB.NY.A,Billion Btu
1965,9831.0,NY,SEDS.ELISB.NY.A,Billion Btu
1964,7430.0,NY,SEDS.ELISB.NY.A,Billion Btu
1963,21594.0,NY,SEDS.ELISB.NY.A,Billion Btu
1962,22835.0,NY,SEDS.ELISB.NY.A,Billion Btu
1961,-9385.0,NY,SEDS.ELISB.NY.A,Billion Btu
1960,-24704.0,NY,SEDS.ELISB.NY.A,Billion Btu
2024,20894.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2023,19709.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2022,41653.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2021,46850.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2020,47738.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2019,49134.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2018,53072.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2017,56123.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2016,61231.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2015,59014.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2014,54945.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2013,61399.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2012,56397.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2011,35663.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2010,23986.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2009,33422.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2008,45436.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2007,38514.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2006,34071.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2005,24841.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2004,17721.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2003,18729.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2002,37409.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2001,26485.0,NY,SEDS.ELNIB.NY.A,Billion Btu
2000,29560.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1999,3334.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1998,2819.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1997,5287.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1996,24050.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1995,30363.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1994,43611.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1993,18924.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1992,10417.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1991,10431.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1990,2430.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1989,15505.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1988,41604.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1987,52754.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1986,52756.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1985,58985.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1984,71370.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1983,69177.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1982,51615.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1981,48140.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1980,24454.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1979,40697.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1978,16645.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1977,10493.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1976,8279.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1975,5567.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1974,10562.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1973,7821.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1972,5435.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1971,2878.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1970,3222.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1969,2909.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1968,94.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1967,1505.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1966,2867.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1965,1690.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1964,7269.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1963,2750.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1962,2963.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1961,4405.0,NY,SEDS.ELNIB.NY.A,Billion Btu
1960,12361.0,NY,SEDS.ELNIB.NY.A,Billion Btu
